1.090959156843304889e+01 5.935086735260098223e+00 1.048858973112539417e+01 2.890456922632916203e+01
-9.602546877034288997e+00 4.455995794770347018e+00 4.164620056614332100e+00 -9.374761692603788887e+00
-1.865715535726442909e+01 9.913885850664463817e+00 -1.575270925270585032e+01 4.502799174415385686e+00
9.142175665449848054e+00 -6.770355295156866404e+00 8.393636679925634780e+00 3.851681957461132733e+00
3.515055030338765540e+00 -1.751934860874367317e+01 4.194084099663447418e+00 3.797848450757602023e+00
2.416933003281928727e+00 2.153553892512488410e+00 1.285494054011577703e+01 -8.625156276040165437e+00
-2.019889186484790855e+01 -5.229590947614711993e+00 1.974418578788445178e+00 -2.533619441196329092e+00
4.788457343148112777e+00 3.291098828687630817e+00 -1.177360444491060854e+01 -1.291790908290282403e+01
-4.584941797131381946e+00 -2.257739827077223538e+01 -6.453637418190242947e+00 6.465492449571614841e+00
-3.275607300897991347e-01 1.254512871954953646e-01 1.229031809544577314e+01 -1.656059853851808583e+01
-3.765978370029203326e+00 -1.263226338139942584e+01 -9.134709083368715010e-01 -1.240060269154207440e+01
1.568514499670591356e+01 2.212389002071406985e+00 -9.583969860678930530e+00 -1.467161391955606575e+01
-1.482369344133138611e+01 -1.144030371522482881e+01 -2.683981440288719877e+00 -1.113842320210632941e+01
-7.749734845963906160e+00 -1.319501615031182062e+01 -1.139194303286294208e+01 1.382212650396878928e+01
1.675483921438518564e+01 6.270410829573094702e+00 -1.513722501520418717e+01 -3.122811694752269052e+00
1.133789180699770327e+01 1.765756526767772838e+00 6.130789473153622104e+00 -1.678394125209047516e+01
-1.339947894907513515e+01 -1.203866143883038475e+01 -6.630531336607263349e+00 1.156228117838797687e+01
-6.154152135617778185e+00 1.394637385354031922e+00 6.568951631458134877e+00 -4.166606453169287683e+00
-2.456890097723593236e+00 3.858246415184388933e+00 -7.765004945971495154e+00 1.974362914118460210e+01
9.799345721507329188e+00 -4.489755138608769514e+00 1.100788286046415898e+01 -7.034225186991088563e+00
-4.085201736475620571e+00 -1.384710916946947101e+01 4.051017950560186875e+00 1.350736598501151953e+01
2.039631164659657259e+01 -2.174259620551532635e+01 2.227181178307004572e+01 -4.708878820933260378e+00
3.799499475749473110e+00 1.299481566938297306e+01 9.186662606582158830e+00 4.908547873507243864e+00
4.491271363162489649e+00 7.125244113605868179e+00 -4.642866219383931181e+00 -5.173340452461498984e+00
-1.011151093618980212e+01 -3.877724793375989520e+00 -6.178329159681754668e-01 1.550381364485882152e+01
-9.965987745295151967e+00 -2.225163775293112600e+00 1.736489607742533892e+01 1.202058895109264558e+00
1.214898475230368291e+01 -3.402305455142595036e+01 9.454555512251541671e+00 -1.116994485498245204e+01
-1.847072069897047797e+01 1.770624024982092948e+01 6.778986197687457249e+00 2.746264975783331508e+00
4.233659620864454354e+00 1.769393747549760088e+00 -4.543235099837568125e-01 -8.890114858008615784e+00
4.805529638118292368e+00 -2.940182246266688892e+00 -1.141384588122171095e+01 -1.235176898038225524e+01
-4.819863167352816724e+00 -2.350671573005763548e+01 9.959753506427025727e+00 4.250298789097849195e+00
1.288600147248079431e+01 2.245909143412616604e+00 8.845548702052139944e+00 -1.928511788721343123e+01
-7.685227339534571378e+00 -1.319310135531743811e+00 4.278959767665764247e+00 1.161853722255903110e+00
-4.335090627429343257e+00 8.248751197980556782e+00 1.208076049624421699e+01 4.832614900544252912e+00
-6.888495498344785695e+00 3.051128320585874132e+00 -5.648547185668865822e+00 -3.089001037264796690e+00
1.291894367086540818e+01 5.149576306985397700e+00 3.656045269525839636e+00 4.307525656130860803e+00
-2.835510217252117382e+00 7.602504976889315813e+00 8.401807837731871231e+00 4.102739222606103020e+00
-1.832766264063704131e+00 -4.446675932584995827e+00 -8.823518228151110421e-01 8.011668414228024560e+00
1.740074114037154374e+01 -6.385572119138646308e+00 1.050714923669973189e+01 2.827729028292153668e+00
9.161421829992546506e+00 3.322195506272588972e+00 5.823672672936988093e+00 5.039964052908828762e+00
6.616154125868268565e+00 1.013472467688383283e+01 -1.794591129901123594e+01 5.196929320115875939e+00
2.063215275559566209e+01 6.318780467391757583e+00 1.927001017936521521e+01 1.642046323117661188e+00
8.521688915529606945e+00 1.375917096585744304e+01 -1.283147937213799317e+01 1.004715101846568359e+01
1.179647226122836301e+01 -1.392308255919439297e+01 -5.458979664555407840e-01 -4.947316190117512225e-01
7.749714759337409831e+00 -1.390626577002721831e+01 -5.311306259795280482e+00 2.406345746591072920e+00
-4.542621983013961362e+00 2.173357528612917200e+00 1.101769372272563352e+01 6.668797981293688615e+00
-6.123691723926574682e+00 -1.283591079587780293e+01 -1.197248994156535318e+01 1.146323816799680539e+00
-8.567732795606675111e+00 2.131078225801384818e+01 1.490839406467982187e+01 -2.341454464466492080e+00
3.778024596134438085e+00 1.500833096750633588e+00 -1.140747749310189185e+01 -1.788818217973879854e+01
7.846781693035087102e+00 -1.001948982440846514e+01 9.044878313242779910e+00 3.356168421721861250e+00
