-1.545290018200377258e+00 2.090621807552677236e-01 -3.657835715753858241e-01 -8.909222995228086028e-02 6.107879355136623944e-01 8.889719478306015166e-01 -5.938193287119020169e-01 -1.629706917335598026e+00 -1.419668865499245508e-02 -1.332109854798434911e+00 -5.366037871396718284e-01 -8.123399273825194777e-01 1.439269080664277167e-01 7.993595631040876226e-01 -1.803350236288202346e+00 -1.018264427520026771e+00 1.441068933709952260e+00 -7.391282581948122044e-01 -2.482779645488557563e-01 1.801473476475585755e+00 2.754179308187291175e-01 4.910878971721808761e-01 -5.886045015165861649e-01 1.519376457472392916e+00 5.883015934393629465e-01
1.234266286061937556e+00 -1.645987078040567653e+00 -2.236621898666836250e-01 5.465711059935949301e-01 9.901590533554585072e-01 -1.831866864961594898e-01 1.358181311398818147e+00 4.285395671507890580e-01 -8.605985608373728502e-01 -2.297150394232271076e+00 1.019756178195041496e+00 -3.338875000071761523e-01 -7.241975075632756109e-01 3.561084912840015715e-01 2.300790453701281546e+00 2.230450921492828364e-03 -2.761738474429702994e-01 3.827731977147770248e-01 1.077722472868997694e-01 2.457678722309662167e-01 8.878471451968368289e-01 4.000450641590841405e-01 -5.668356293321490380e-01 7.982094550261428778e-03 1.422565367970972217e+00
1.231598586833628980e-02 8.569511137356484731e-01 5.389128766493001682e-02 -1.162484374712415613e+00 6.918919095457130852e-02 -5.238714472359904395e-01 -1.555223493538803847e+00 1.597689735938593314e-01 -1.126431921885382659e+00 3.227367531236207121e-01 5.497901618048731676e-01 -4.752772449104193941e-01 4.126229739228839399e-01 -7.818090022557488972e-01 -1.321162168706315754e+00 -2.777713958753683876e+00 2.571381450421092452e-01 -1.070384069493289125e+00 6.486971549317777086e-01 -3.105136831392306895e+00 -6.522049235336928596e-01 2.441268428622243580e-01 -9.783769694634709968e-02 2.244558647514723615e-01 -1.250517312437596229e-01
-1.108962680827794589e+00 -7.390956730924123919e-02 -1.386266905195413512e+00 1.034063928195107618e+00 6.090189043676761393e-01 9.373031215926995730e-01 2.844572769047353233e-01 -1.960283109307410676e+00 8.318014560428070858e-01 2.196178287548108954e-01 9.710013437081461696e-01 3.224448474815506671e-01 -5.401712027237574043e-01 -1.773285019526476214e+00 6.199039844671248023e-01 8.406674862397886527e-02 -2.814486836766686984e-01 8.044264841133019761e-01 -9.492605228808286277e-01 7.714345009194578662e-01 -4.096765923315996982e-01 2.343885019291394478e+00 7.497472527904847084e-01 -1.502625676040951097e+00 -2.001456649986587344e+00
-3.303395475007508270e-02 1.551314121221208264e+00 7.539436505370857855e-01 8.187557534760686595e-02 3.042244244497084860e-01 1.055846085427329051e+00 7.413792827801639618e-01 1.883911800345295651e-01 -8.620328337659296514e-01 -9.882688997003095249e-03 7.808549320838658048e-01 -1.520819850677606055e-01 -6.165917583851339145e-01 2.579818105362571501e+00 1.305667747707454973e+00 -5.294249159746635680e-01 1.499544253010555384e+00 4.463243660861543893e-01 1.544029701686284728e+00 5.350949927156588570e-01 6.198257072893258446e-01 6.791734437074862241e-01 -1.830202848464162479e-01 -1.122686335748783071e+00 -4.063051118241365889e-01
1.301307572467765183e+00 3.885451716487334228e-01 -8.629593025599501255e-01 -5.576040579692883581e-01 7.451643874850109039e-01 1.449036550483735253e+00 -2.002478568915810886e+00 4.785453165587756352e-01 5.169815325487566726e-01 6.350945601756219361e-01 -1.660250411746121424e-01 1.913114336763389378e+00 -6.865595055123115964e-01 -3.531273078331434445e-01 2.579439379807473287e-01 7.737506038920365092e-03 -2.820202449925072741e-01 4.786569265743100821e-01 1.470761208726872882e+00 4.139976179095006259e-01 5.503076950303500969e-02 -2.590146486962857653e-01 -6.413856862863790420e-01 2.182036888669590891e+00 4.795571585234144618e-01
5.248552482162727184e-01 4.926178361294823449e-01 -2.684295426864888867e-01 5.424480307882777463e-01 -2.833267317709927124e-01 -8.672884096110845542e-01 -1.231273377682867265e+00 -1.668443653941086069e+00 6.835932324473001920e-01 1.772437420906144645e+00 -6.199324534894155025e-01 -1.296264321805452369e+00 6.550994297360145380e-01 9.881609567019481455e-01 -5.191605821534676091e-01 -1.394190103724890717e+00 2.344520520419715037e+00 -3.567216200462501319e-01 8.605487412047561069e-01 2.665258998991460793e+00 -1.105955414223892125e-02 1.146756565393578509e+00 7.918739810854567018e-01 -3.857165787315284255e-01 -8.609915110984012188e-02
1.703184619421761470e-01 3.775682379991742166e-01 1.322945696140613581e-01 -4.527403854071043177e-01 2.226582624588079595e-01 1.451617893699859163e+00 1.463366367796959278e+00 -1.212181212348122594e+00 -6.205550846595745407e-01 1.203634451840333019e+00 6.386721574603398954e-01 -2.511191302981238826e-01 1.403487634943483053e+00 2.431723563718786174e+00 1.995475865215364353e+00 3.566502669672556025e-01 7.664826447610725846e-02 4.581679349512823296e-01 1.266680099138131510e+00 -3.308072969950134889e-01 -2.479258692486263627e+00 9.961770281009258987e-01 2.800512577681707471e-01 -3.818585520214357598e-01 5.038295629888960292e-01
-5.828227142145794293e-01 4.702082692601475961e-02 1.145818956765845220e+00 -9.991232411957553516e-01 -4.025001940673995221e-02 2.497867726154570645e-01 -4.508489781665261931e-02 -1.900490625370964137e-01 -3.560904376751439782e-01 -5.505116684045316955e-01 -1.929661243307508656e+00 -1.142682212075802672e+00 3.436473553717146467e-01 1.087345897817754148e+00 1.290354316638808951e+00 -4.351369668143709735e-01 -1.329592619839785161e+00 1.399322963246872664e+00 1.369301383754001789e+00 3.999963950920324973e-01 -2.626970813231421786e-01 -9.744806089630915213e-01 1.012129078820497519e+00 6.869849384077165722e-01 -2.113067165477199083e+00
-5.594448193675788383e-01 -3.084093565915316804e-01 -1.316052450232770177e+00 1.378091875703185254e+00 -3.482055805364956957e-01 -1.246810201923968853e+00 -6.117229737930083427e-02 1.021504713181907720e+00 1.148858327596780970e+00 -1.529392205041681940e+00 -9.664714992296276064e-01 1.122790634023735079e-01 5.274799287760703059e-01 -2.955528423104546443e-01 -5.168760652275912193e-01 2.213141114612770632e+00 6.823486364168851459e-01 5.949865292858962373e-01 1.435888760461945246e+00 -4.881917026583611485e-01 -9.645662102394504389e-01 -6.658444671308502150e-01 -6.969839009733903579e-01 3.387979259076834837e-01 2.178434900385548822e-01
